ptype,floora_plan,year,occ,site_EUI,n_site_gas,n_site_elec,water_use
Multifamily,86625,1928,100,79.2,56357.9,344607.9,6937.6
Multifamily,54000,1931,100,83.6,40892.3,203660.1,5942.7
Multifamily,56000,1926,100,80.7,40338.9,256524.5,3972.1
Multifamily,61500,1931,100,83.6,45600,245310.9,6462.8
Multifamily,56530,1924,100,66.5,2379.9,277754.1,414.6
Multifamily,54775,1954,100,27.2,4780.8,276075.2,2410.3
Multifamily,55680,1927,100,92.2,36531.8,335526,8286.2
Multifamily,93712,1927,100,34.5,5104.5,369865.6,6196.3
Multifamily,53000,1926,100,69.5,30485,181515.4,5445.2
Multifamily,60290,1926,100,113.1,12957.8,497635.3,5817
Multifamily,81900,1955,100,66.6,4600,256281.3,5026.9
Multifamily,106550,1927,100,58.8,7347.3,323823.1,10897
Multifamily,50040,1966,100,25.2,5707.1,210245,3974.4
Multifamily,69615,1959,100,55.7,2620.4,284374.9,2392.8
Multifamily,70900,1926,100,230.7,82536,698831.9,10944.7
Multifamily,69336,1922,100,15.8,3061.4,220875.5,4214
Multifamily,52800,1926,100,9.3,1187.2,105862.7,6619.5
Multifamily,65333,1939,100,86.4,1870.1,201409.9,3508.4
Multifamily,44760,1927,100,149.1,3709.4,369156.2,6059.9
Multifamily,64400,1937,100,78,3151,240513.5,1426.2
Multifamily,62118,1937,100,20.5,3790.1,255939.9,8450
Multifamily,61620,1920,100,108.1,61682.3,272067.2,7737.9
Multifamily,61310,1923,100,89.8,4006.1,252003.1,5677.7
Multifamily,75600,1925,100,80.6,51985,262177,3415.6
Multifamily,106500,1928,100,73.7,2436.9,393844.4,8269.8
Multifamily,75610,1927,100,124.5,2820.6,293023,6920.9
Multifamily,64866,1928,100,10.2,2188,125928.2,9407.4
Multifamily,70000,1926,100,115.9,3004.6,241854.7,2924.5
Multifamily,69960,1967,100,74.5,4471.9,318422.3,1085.6
Multifamily,70800,1925,100,52.2,1456.9,176118.4,3032.1
Multifamily,63000,1926,100,52.7,3280,172265.1,3649
Multifamily,75821,1959,100,83.4,4106,369030.6,7317.3
Multifamily,61950,1924,100,61.7,16859,301667,14784.7
Multifamily,55001,1927,100,116.9,58822,247212,73.8
Multifamily,80031,1925,100,63.5,45390.4,247388.4,5449.1
Multifamily,56552,1926,100,108,43399.6,415458.7,4450.9
Multifamily,83500,1971,95,145.1,95305.8,966810.9,7556.1
Multifamily,90550,1975,95,122.2,33304.6,2278329.7,6618.8
Multifamily,87606,1950,100,62.7,9755.5,338344.1,5475.9
Multifamily,55552,1962,100,94.2,47294.3,246075.3,5154.6
Multifamily,160000,1954,100,18.9,5494.3,727034.6,6287.4
Multifamily,57500,1926,100,77.6,2895,199025.9,4362.8
Multifamily,60000,1925,100,64.7,17036.5,160566.2,3593.3
Multifamily,63000,1939,100,154.3,3580,345141.8,8796.1
Multifamily,52800,1927,100,76.6,2190.7,199683.4,2921.1
Multifamily,66135,1927,100,91,25711.5,274486.5,6481.2
Multifamily,58800,1940,100,76.7,13035.4,171819.3,3888.9
Multifamily,74970,1959,100,58.4,3835.7,268690.1,5762.5
Multifamily,60667,1927,100,58.5,2489.8,171385.2,4093.3
Multifamily,58993,1960,100,80.5,37541.1,358428.9,2480.6
Multifamily,63340,1940,100,120.8,38003,302358,16260.3
Multifamily,146052,2009,100,41.5,31485.8,837480.4,7713.9
Multifamily,60850,1928,100,19.2,3110.1,245402.9,29888.4
Multifamily,76525,1928,100,72.4,2972,275779.9,6921.3
Multifamily,65342,1965,100,76.8,10755.2,249661.1,1978.7
Multifamily,77002,1929,100,84.1,56854,312690.7,7920.6
Multifamily,53298,1935,100,91.4,1130.4,198393.1,3352
Multifamily,53463,2011,100,76,32983.5,328628.9,3058.2
Multifamily,61634,1941,100,70.2,25983,500279.7,1180
Multifamily,151932,1958,100,53,3545.3,402289.1,4658.9
Multifamily,50886,1931,100,82.8,1541.4,159344.9,3722
Multifamily,110000,1958,100,100.1,89597,503336.6,4227.2
Multifamily,76650,1942,100,67.3,1824.3,217749.3,2155.5
Multifamily,58055,1955,100,78.5,40338.7,207473,2620.4
Multifamily,61917,1930,100,63.6,2715.8,255820.7,2420.3
Multifamily,109206,1958,100,77.1,75511.3,434685.7,3165
Multifamily,61819,1958,100,105.8,2610.3,280432,2823
Multifamily,57960,1957,100,101.3,2136.9,280860.6,2797
Multifamily,50604,2009,100,73.9,27287.4,379542.2,3253.3
Multifamily,598475,1966,100,118.8,550566.3,3033129,50071.4
Facility,127260,2008,100,138.2,134532,1211999.7,254.6
Facility,129000,2001,100,50.8,23730.5,1419727.8,29587.9
Multifamily,91405,1979,100,134.9,90117,905805.1,8635.5
Multifamily,221208,1978,100,26.4,23710,979257.1,18353.3
Multifamily,65520,1982,100,74.3,39897.5,320714.6,3687.1
Office,113644,1964,100,94.1,36444,2235392.6,684.7
Facility,90660,2007,100,9.5,3662.5,0,455.2
Multifamily,174672,1964,100,148.9,219225.7,1084753.4,37733.6
Multifamily,212300,1967,100,110.6,190150.8,1037062.6,21008.9
Multifamily,90363,1962,100,20.4,420.8,529135.4,0
Multifamily,528150,1965,100,94.2,408444.8,2590964.8,48476
Multifamily,242807,1967,100,83,173690.9,1114962.4,17476.7
Multifamily,52800,1925,100,72.9,34428.9,186145,3532
Multifamily,65064,1927,100,153.5,90480.2,425428,10709.8
Multifamily,64000,1931,95,92.7,1733.6,279088.6,3527
Multifamily,77000,1931,100,106.9,70682.2,345229,10112.7
Multifamily,77000,1931,100,94.8,64414,359028.5,11471.4
General Medical,64600,1950,100,157.4,38413.1,1885771,8860.7
Multifamily,56679,1939,100,110.8,53235.2,272334.1,4350.7
Multifamily,52754,1928,100,68.4,28639.2,212709.8,4869.1
Multifamily,68640,1928,100,92.5,53377.4,373222.3,2779.4
Multifamily,69785,1929,100,4.9,721.8,78167.2,664093.4
Multifamily,63720,1929,100,115.9,73604.9,105903.9,9259.2
Multifamily,99717,1929,100,72.7,58089.6,412842,7761.4
Multifamily,61725,1929,100,93.6,52496,263063.3,7386.3
Multifamily,76900,1930,100,107.3,68257.4,553400,8703.9
Multifamily,198114,1964,100,24,11730.8,1033157,16169.1
Multifamily,73260,1928,100,95.5,58409.1,327867.3,8083
Multifamily,73260,1928,100,93.4,58139.1,290339.2,9543.5
Multifamily,161419,1941,100,75.6,99246.5,739812.7,1371.5
Multifamily,104914,1929,100,83.2,74715.7,514477.8,9712.2
Multifamily,66332,1929,100,62.6,35076.5,271197.7,4630.9
Multifamily,74890,1929,100,133.3,93029.7,404734.6,16624.3
Multifamily,92628,1930,100,72.4,60634.5,329938.7,6378.7
Multifamily,101738,1955,100,94.3,77302,521596.7,11167.7
Multifamily,99881,1929,100,66.7,55702.1,527133,1870.5
Multifamily,125960,1928,100,82.3,91582.7,555004.3,9135.9
Facility,107741,2006,85,12.6,7616.3,212690.6,305.2
Multifamily,136164,2007,100,104.2,98565.4,1458468.1,5018.7
Office,68500,1987,100,93.7,23589.8,1612383.6,2487.4
Facility,152000,1967,100,20.6,15858.2,544961.7,246.1
Facility,67500,1990,100,53.4,18220.4,644625.2,541.2
Facility,72882,1963,100,198.9,96374.4,1463321.1,2968.7
Office,60000,1972,100,82.8,9483,1191708.4,1324.8
Multifamily,69900,1929,100,124.6,1422.6,299513.7,9130.7
Multifamily,61952,1964,100,29.8,5289.8,374812.8,33149.2
Multifamily,69500,1930,100,119.8,3971.4,467337,12152.2
Multifamily,265625,1965,100,152.2,370189.1,1385695.1,21844.2
Multifamily,105360,1932,100,97.2,97094.2,330265.7,11269.5
Multifamily,62400,1932,100,106.6,55699.7,393370.1,9729.9
Multifamily,76302,1931,100,86.9,59902.5,283222.7,7012.6
Multifamily,63000,1929,100,60.2,2429.5,229017,1246.7
Multifamily,105000,1930,100,62.9,54113.8,371150,6481.6
Multifamily,152250,1930,100,53.6,66401,445188.9,7096.2
Multifamily,56000,1930,100,80.4,37024,223121.4,5958.4
Multifamily,56250,1930,100,70.1,32827.9,231882.5,1069
Multifamily,53750,1930,100,63.5,27956,222022,2216.7
Multifamily,66937,1927,100,88.8,16459,273397.9,8128.7
Multifamily,67800,1962,100,76.2,1998.5,366206.9,4345
Multifamily,51565,1963,100,83.7,2863.5,269089.5,4511.5
Multifamily,65543,1933,100,86.8,52788.3,225918.2,6451.2
Parking,260625,1939,100,8.7,18833.5,170020.3,89.3
Multifamily,93000,1928,100,27.8,5582.7,580300.2,8697.4
Multifamily,76041,2007,100,81.8,49246.6,504734.4,4456.1
Multifamily,70030,1939,90,23.6,4591.3,212401.3,6599.7
Multifamily,68475,1929,100,105.6,63670.5,463659.6,11838.1
Multifamily,51000,1922,100,114,51278,194308.7,21635.5
Multifamily,65952,1928,100,136.7,83768.7,680420.1,8316
Multifamily,67018,1927,100,97,56560.9,347839.1,12428.1
Multifamily,129738,2013,100,52,53980.1,534498.5,3869.2
Facility,50617,2014,100,20.8,1666.5,264214.8,38.9
Multifamily,64895,1927,100,84.4,39731.4,427988.5,7656.8
Office,78798,1992,100,139.5,21891.7,2664366.7,3406.6
Multifamily,72715,1962,100,95,3230.6,422550.9,2902.1
Multifamily,344656,1970,100,71.3,224626.7,1087152.2,1429.5
Multifamily,49227,1932,100,97.3,1885.2,239250.8,3393.4
Multifamily,52400,1928,100,78.9,35900.6,185590.3,3877.1
Multifamily,135250,1963,100,118.1,10225.7,801737.5,9308.8
Multifamily,57000,1929,100,74.1,37883.4,192095.5,4083.6
Multifamily,75600,1925,100,71.2,46012.4,313247.7,3993.8
Multifamily,50250,1929,100,132.9,5576.6,282003.7,4372.7
Education,51389,1969,100,178.6,70119,635519.9,1040.5
Multifamily,89780,1963,100,50.4,2726.2,342084.7,5301.8
Education,107019,1955,100,62.7,26882.7,1268311.7,1072.2
Multifamily,123573,1962,100,88,89785,694600,9140.7
General Medical,172268,1977,100,303.7,325760.3,4491586.4,18842.1
Other,60000,2007,100,42.3,11845.6,429621.2,362203.1
Multifamily,85218,1970,100,85.2,63573.5,387494.4,3098.4
Multifamily,70200,1927,100,79.5,46553.6,372447.5,3361
Multifamily,84475,2002,100,94.2,66043.5,533941.6,7402.8
Multifamily,56634,1927,100,96.7,49525.3,266745.5,710.1
Multifamily,70000,1961,100,75.8,2980.7,230247.8,24415.2
Multifamily,74607,1961,100,15.3,2776.4,253132.3,6705.9
Multifamily,95032,1935,100,66.4,55966.2,339896.7,3727
Multifamily,173856,2007,100,46.1,67350,547014.6,9029.9
Multifamily,216875,1927,100,81.1,165895.4,638607.2,37705
Multifamily,129000,1928,100,84.5,99473.9,476341.3,8969.9
Multifamily,197155,1929,100,88.4,128983.1,1182492.7,13869.6
Multifamily,53400,1939,100,98.5,2997.7,190361.9,3824.8
Multifamily,65418,1939,100,65.9,3055.1,294737.9,5767.4
Multifamily,220000,1952,100,42.1,73422.2,698968.7,5142.9
Multifamily,175000,1965,100,87.8,122251,871343.3,9170.4
Multifamily,127000,1950,100,17,8963.8,363045.8,4614.8
Multifamily,85195,1960,100,60.7,41919.2,279012.7,4035
Multifamily,50105,1964,100,75.6,1614.4,231962.3,2125.8
Multifamily,57500,1953,100,15.8,2535.9,183232.6,5272.9
Multifamily,63000,1963,100,89.1,5856.5,44924.7,3990.9
Multifamily,87655,1927,100,20.5,6172,325680.8,10811.6
Multifamily,89544,1936,100,97.2,2662,275045.8,15099.5
Multifamily,87354,1941,100,76.3,59705.7,369426.7,3379.9
Multifamily,70704,1935,100,92.2,58465.6,302020.8,6263.1
Multifamily,81935,1935,100,68.6,51193.7,251778.5,3959.8
Multifamily,87297,1931,100,78.3,62216.1,288397.4,4536
Multifamily,70296,1928,100,89.9,52554.7,303743.7,9068.6
Multifamily,81984,1930,100,75.5,50723.5,259296.2,4832.7
Multifamily,81996,1930,100,90.1,59529.8,287209.7,6970
Multifamily,103611,1930,100,82.2,72125.6,457451,8163.3
Multifamily,70836,1930,100,96,61224.9,289911.1,6138.9
Multifamily,88386,1930,100,113.3,93416.7,375020.7,5506.2
Multifamily,88386,1929,100,68.4,3718,320942.2,38.4
Multifamily,73182,1930,100,86.7,57778.6,276272.6,5453.3
Multifamily,73842,1930,100,93.8,56805.8,303183.4,7752.7
Multifamily,72000,1930,100,148.5,90686.5,595678.2,616843.6
Multifamily,82956,1928,100,70.1,59929.3,62899.4,8432.4
Multifamily,84588,1931,100,166.4,65117.3,279009,738
Multifamily,95991,1931,100,67.6,55934.8,295712,4208.9
Multifamily,74514,1929,100,77.6,50725.3,305454.4,5181.5
Multifamily,75288,1929,100,151.7,47211.8,278015.5,12787.7
Multifamily,90971,1940,100,24,7119.4,422670.1,11633
Multifamily,75114,1931,100,164.2,58308,320946,1055.6
Multifamily,69923,1964,95,71.1,41629,333651.6,4798.3
Multifamily,68250,1959,100,76.9,2046.6,233049.8,2639.1
Multifamily,153804,1964,100,65,13161.5,1058768.6,15508.4
Multifamily,56200,1954,70,83.1,2042,203537.8,2389.3
General Medical,220000,1972,95,160.6,277289,2067608.7,10932
Multifamily,97387,1947,100,51.4,52391.9,45089.3,76
General Medical,220000,1972,95,130.8,225278,1596799.8,6111.4
Multifamily,108757,1937,100,82.6,76182.6,386362.9,5050.1
Multifamily,65071,1956,100,75.6,41691.9,212599.6,2909.9
Multifamily,86527,1959,100,71.6,48518.6,310238.4,4875.1
Multifamily,84000,1931,100,81.1,4064.4,369391,7470.8
Multifamily,137350,1954,100,61.9,73840.4,492877.3,7194.2
Multifamily,106050,1960,100,120,6193.8,580860.3,8979.7
Multifamily,133654,1960,100,94.5,4921,533712.1,7152.3
Multifamily,125891,1962,100,90.7,37674.2,592383.1,6365.9
Multifamily,234480,1965,100,76.8,126260.2,1523788.7,26682
Multifamily,58411,1927,100,91.4,4875.6,232534.2,28249.3
Multifamily,65250,1951,100,61.4,9096.7,348140,6447.5
Multifamily,57600,1970,100,161,67754.1,862910.8,5554.3
Multifamily,89500,1974,95,121.8,40186.6,2079511.1,6579.1
Multifamily,188760,1974,100,191.3,306218.8,1863985.9,16788.1
Multifamily,79366,1925,100,82.4,55053,303067.9,10380.7
Multifamily,119840,1928,90,37.7,4479.4,358104,6207.4
Multifamily,102399,1965,100,86,77303.3,508145.4,11431.4
Multifamily,66832,1989,100,101,58030.1,292757.3,4832.6
Multifamily,486162,1934,100,104.7,27857.9,4756063.8,15346.5
Multifamily,72584,1983,100,81.1,41689.3,602663.9,4386.2
Multifamily,228000,1966,100,86.8,143382.3,1520165.4,14521.9
Multifamily,119023,1928,100,99.8,91381.9,1000032.6,14803.3
Multifamily,77429,1928,100,90.1,2923.2,230164,3996.3
Multifamily,67390,1928,100,66.3,3240.9,226871.3,9137.1
Education,52462,1956,100,47.3,2472.9,112746.5,483.2
Office,26136,1927,100,53.2,12813.5,464418.1,702
Multifamily,352360,1961,100,92,13491.3,2095800.6,22809.6
Multifamily,55300,1968,100,108.1,54977.4,237102.4,840.8
Multifamily,87640,2009,100,77.2,40904.8,877273.8,6049.8
Multifamily,118668,1931,100,79.8,91382.7,392224.8,22714.6
Multifamily,127566,1928,100,99.6,5859.3,621502.4,8261.8
Multifamily,79200,1927,100,24.4,4088.3,241778.7,19383.7
Multifamily,82320,1927,100,47.3,13801.3,330201.4,12.7
Multifamily,50748,1931,100,25.2,3447.6,270057.9,66666.4
Multifamily,135884,2010,100,82,91294.2,836463.9,7554.7
Multifamily,116222,1965,100,131.4,6030.6,689579.5,8725
Multifamily,113000,2005,100,61.5,51793.5,659997.8,2724.3
Multifamily,67387,1927,100,85.2,54113.8,249205.2,5735.4
Multifamily,55776,1935,100,72.4,3556.3,233748.1,7312.6
Multifamily,85000,1963,100,23.4,7467.1,359100,6627.3
Multifamily,58180,1928,100,23.6,4512.7,264197.7,15081.9
Multifamily,53250,1953,100,91.3,2025,173385.2,3894.1
Multifamily,53844,1929,100,96.2,2077,227314.6,9143.7
Multifamily,167750,1958,100,100.2,8097.5,907227.4,8208.2
Multifamily,65625,1970,100,261,145305.4,1000508.8,12964.5
Multifamily,51000,1930,100,56.2,3075,149733.2,3478.4
Multifamily,77403,1973,100,118.8,58135,964913.5,7799.8
Multifamily,318060,1967,100,70.3,11067.8,1554870.9,3268.2
Multifamily,142820,1935,100,154.8,205641.1,648594.1,12998.5
Multifamily,263626,1935,100,129.3,334548.2,1009090.7,4397.9
General Medical,232000,1951,100,196.2,350322,2986439.6,16110
Facility,115274,2009,100,5.2,4360,58641,299
Multifamily,84520,1960,100,25.6,7310.5,409443.9,2091.9
Multifamily,54115,1929,100,104.4,1779.4,219043.4,5791.9
Multifamily,80646,1965,100,153.6,5415.3,480729.7,9138.8
Multifamily,56280,1927,100,110.6,52603,273429.5,7703.9
Multifamily,51365,1928,100,81.8,4497.3,242075.1,8293.8
Multifamily,56000,1927,100,87.5,147.6,30272.2,4693.3
Multifamily,54048,1929,100,115.3,1481.5,170174.2,3471.5
Multifamily,67224,1941,100,92.5,3513.8,253075,487.1
Multifamily,50934,1930,100,107.7,50225.1,231173,5948.5
Multifamily,60717,1981,100,83.2,40912,385851.3,4438.9
Multifamily,74400,1972,100,169.4,96526.7,1049084.1,9455.4
Multifamily,126561,1964,100,64.7,57162.6,723319.1,11352.4
Facility,62220,2013,75,21.5,7659.7,213613.7,18
Multifamily,69506,1931,100,16.8,3549.5,233453.8,3790.9
Multifamily,47700,1964,100,175.6,71664.1,505186.2,5607.7
Multifamily,55650,1933,100,84.6,43936.4,200281.9,4029.8
Multifamily,58069,1965,100,30.1,6558.2,322648.1,13295
Office,69851,1905,100,17.4,11544.2,17612.4,340.7
Multifamily,66937,1931,100,118.8,3506.4,265462.7,6564.9
Retail,166320,1997,100,64.6,30495.6,2361792.6,796.5
Office,564653,1969,100,26.8,122457.5,199861.6,8859
Office,311551,1969,100,26.8,67566.7,110274.8,31.4
Multifamily,107658,1977,100,177.3,170304,618064.4,9645.4
Multifamily,141020,1963,100,90.7,113612.5,692455.7,7287.1
Multifamily,83146,1977,100,103.8,40354,1296441.8,5392.8
Multifamily,64923,1965,95,55.5,3803.9,40445.8,0
Facility,207000,2009,100,129.3,236111.5,2845551.8,606.8
Multifamily,69730,1964,100,75.2,3761.8,368799.9,3476.8
Multifamily,58800,1926,100,73.4,2482,254961.7,7644.7
Multifamily,54440,1926,90,83.9,2568.1,202539.9,604.3
Multifamily,131140,1927,100,111.6,109852.1,1042115.2,9931.1
Multifamily,72245,1928,100,80.8,2402.5,259306.1,4284.2
Multifamily,68605,1926,100,63.9,39241.7,235742.8,4519.7
Multifamily,64123,1925,100,85.5,46319,437115.9,6961.8
Multifamily,74729,1926,100,151.8,50920.7,349517.5,6452.8
Other,96250,2011,100,9.2,1159.4,228629.3,3163.8
Multifamily,58795,1975,100,164.5,52107.5,1377462.7,4798.8
Multifamily,80117,1957,100,88.8,55389.2,451663.2,2336.9
Multifamily,485000,1967,100,75,278032,2596756.1,24138.1
Multifamily,540000,1966,100,110.3,470242.9,2563599.7,19774.3
Multifamily,886807,1975,100,105.7,758389.3,5185546.8,43681
Multifamily,313340,1954,100,70,181336.6,1274298.5,10205.4
Multifamily,85000,1950,100,71.5,6963.3,285264.9,3639.7
Multifamily,87075,1983,100,81.7,56296.1,554214.2,3367
Multifamily,129600,1960,100,69.2,80425.7,468184.3,3709.6
Multifamily,130570,1961,100,66.4,70695,446632.1,3670.7
Multifamily,108570,1964,100,71.3,70480.6,371121.9,1936.9
Multifamily,112955,1955,100,58.6,62905.7,270935.7,3577.9
Multifamily,111015,1958,100,77.7,3197.3,448227.2,3779.8
Multifamily,83200,1953,100,75.7,57094.6,316661.3,2672
Multifamily,125148,1941,100,83.1,94767,484118.8,6028.3
Multifamily,64310,1966,100,83.3,2177.7,305855.6,2458.1
Multifamily,141721,1953,100,106.9,130979.9,865042.5,5741.3
Multifamily,108700,1949,100,92.3,91605.6,520387.1,16899.2
Multifamily,228930,1959,100,50.1,98945.6,687980.2,4094.5
Multifamily,228891,1953,100,75.4,155250.4,849681,10702.4
Multifamily,231000,1962,100,191.7,208003.8,1490321.5,7962.7
Multifamily,212433,1955,100,75.5,146174.6,741844.7,7186.6
Multifamily,155420,1958,100,103.1,138481.3,608074.3,5559.7
Multifamily,92782,1951,100,66.8,57011.9,266141.7,4522.7
Multifamily,82559,1953,100,35.2,14333.1,468244.1,2822
Multifamily,83880,1970,95,84.1,62475.7,375591.9,2582.3
Multifamily,130400,1934,100,71.6,85832.5,444500,2918.6
Multifamily,61528,1953,100,110.7,61886.4,332006.5,3076.1
Multifamily,56000,1927,100,56.7,33236.8,34318.8,593.9
Multifamily,87510,1929,100,108.1,4256,477369.9,8348.8
Multifamily,62287,1930,100,82.8,46696.6,230944.1,5143.3
Multifamily,70000,1927,100,68.5,50606.5,15504.1,2779.3
Multifamily,70447,1974,100,33.5,7418,364518.9,3336.3
Multifamily,67987,1970,100,84,51918.5,275293.7,3093.1
Multifamily,345000,1962,100,104,23694.6,1539053.9,39478.1
Multifamily,153900,1927,100,76.2,100604.9,661511.7,16251.4
Multifamily,136195,1962,100,120.8,140822.1,726114.5,1825
Multifamily,61187,1957,100,111.7,67596.6,214700.2,1641.2
Multifamily,72085,1929,100,93.2,9292.7,352968.7,5881.8
Multifamily,77531,1960,100,76,53633.7,260079.9,5492.2
Multifamily,84890,1940,100,97.1,73054.3,333415.8,4216.8
Multifamily,76500,1939,100,68.3,45622.2,189031,1692.8
Multifamily,112886,1960,100,70.5,72855.7,429619.9,5249.8
Multifamily,71091,1937,100,111.7,62601.6,508822.4,4874.3
Multifamily,88178,1923,100,60,45669,204857.9,4410.5
Education,70000,2014,100,106,36083.4,1180196.8,1130.3
Multifamily,59005,2004,95,78.3,34286.8,428810.4,1666.7
Multifamily,111285,1962,100,70.6,62889.5,578189.6,6653.3
Multifamily,186480,1951,100,60.5,4664.9,480335.6,6467.7
Multifamily,78551,1949,100,28.8,6542.5,469500.5,4323.1
Multifamily,69441,1937,100,87.7,55008.7,320241.4,3169.7
Multifamily,112000,1954,100,43.9,33573.4,436534.2,3576.4
Multifamily,70120,1960,100,138.4,90914.7,292647.6,4231.6
Multifamily,103215,1957,100,60.9,58001.3,285708.1,2550.1
Multifamily,44040,1949,100,88.1,29804.1,213094.7,1998.8
Multifamily,56148,1999,100,62.3,30014.7,233741.3,3442.5
Multifamily,60928,1970,100,69.1,35816.6,240537.6,1988.9
Multifamily,80000,1939,100,52.8,37408.8,232235.9,2262.1
Multifamily,65256,2008,100,89.9,43587.8,818594.8,2635.8
Multifamily,59352,1954,100,85.4,48559.8,211365,2213.5
Multifamily,242697,2007,100,0,0,0,6040.5
Multifamily,80000,1958,100,73.2,52067.9,302458.6,2741
Multifamily,60074,1936,100,86.5,17996.3,214328,4048.5
Multifamily,120624,1954,100,70.8,78860.1,411806.6,4407.5
Multifamily,70053,1961,100,64.5,40090.8,247256.7,2182.6
Multifamily,312000,1955,100,60.6,148479.5,1139865.4,9999.2
Multifamily,66871,1939,100,70.1,43751.7,219374.6,2320.5
Multifamily,68718,1910,100,67.1,41717.5,223095,1658.4
Multifamily,106934,1967,100,69.8,60294,405191.4,4079.9
